,age,count
2567,27.444444444444443,2
678,27.444444444444443,6
679,27.444444444444443,3
1549,27.444444444444443,9
1117,27.5,6
3152,27.5,7
3153,27.5,1
125,27.5,6
1880,27.5,6
5457,27.5,6
5894,27.5,8
5254,27.5,5
5255,27.5,1
4736,27.5,6
1752,27.5,6
55,27.5,6
3978,27.5,8
706,27.5,5
707,27.5,1
1126,27.5,6
233,27.5,8
4716,27.5,6
1684,27.555555555555557,8
1685,27.555555555555557,1
4095,27.555555555555557,9
5204,27.555555555555557,8
5205,27.555555555555557,1
1653,27.571428571428573,7
5844,27.571428571428573,7
3955,27.571428571428573,5
3956,27.571428571428573,2
4743,27.6,5
797,27.6,4
798,27.6,1
3159,27.6,4
3160,27.6,1
6076,27.6,5
6947,27.6,4
6948,27.6,1
6471,27.6,5
4735,27.6,5
4495,27.6,5
6945,27.6,1
6946,27.6,4
5242,27.6,5
5219,27.6,3
5220,27.6,2
4618,27.625,8
1135,27.625,8
5803,27.625,8
1585,27.625,7
1586,27.625,1
4747,27.666666666666668,5
4748,27.666666666666668,1
1698,27.666666666666668,6
2396,27.666666666666668,4
2397,27.666666666666668,2
6442,27.666666666666668,3
6443,27.666666666666668,3
4595,27.666666666666668,8
4596,27.666666666666668,1
5194,27.666666666666668,6
6423,27.666666666666668,6
4664,27.666666666666668,6
7030,27.666666666666668,4
7031,27.666666666666668,2
3284,27.666666666666668,9
1853,27.666666666666668,5
1854,27.666666666666668,1
667,27.666666666666668,8
668,27.666666666666668,1
1083,27.666666666666668,6
5357,27.714285714285715,7
1843,27.714285714285715,5
1844,27.714285714285715,2
1614,27.714285714285715,7
5182,27.714285714285715,6
5183,27.714285714285715,1
1558,27.714285714285715,5
1559,27.714285714285715,2
3065,27.714285714285715,6
3066,27.714285714285715,1
799,27.75,7
800,27.75,1
6529,27.75,4
6530,27.75,4
1647,27.75,8
3195,27.75,8
5820,27.77777777777778,9
2330,27.77777777777778,6
2331,27.77777777777778,3
708,27.8,5
3115,27.8,4
3116,27.8,1
6441,27.8,5
784,27.8,5
3106,27.8,4
3107,27.8,1
20,27.833333333333332,6
237,27.833333333333332,6
722,27.833333333333332,6
1651,27.833333333333332,5
1652,27.833333333333332,1
203,27.833333333333332,5
204,27.833333333333332,1
2362,27.857142857142858,7
1631,27.857142857142858,7
7025,27.857142857142858,7
1632,27.857142857142858,7
2485,27.857142857142858,7
4616,27.857142857142858,7
456,27.875,8
4587,27.875,8
3267,27.875,8
774,27.88888888888889,9
805,28.0,5
258,28.0,5
1842,28.0,7
3120,28.0,3
3121,28.0,3
4125,28.0,3
4126,28.0,2
4555,28.0,5
3385,28.0,2
3386,28.0,3
2585,28.0,5
2586,28.0,1
398,28.0,8
5344,28.0,7
402,28.0,8
1716,28.0,5
1717,28.0,1
4708,28.0,5
2403,28.0,5
5409,28.0,5
5851,28.0,1
5852,28.0,4
6984,28.0,5
6985,28.0,2
4739,28.0,5
1645,28.0,6
1061,28.0,6
6477,28.0,2
6478,28.0,3
2345,28.0,7
5180,28.0,3
5181,28.0,2
7012,28.0,7
5368,28.0,3
5369,28.0,2
5814,28.0,8
5303,28.0,5
5304,28.0,1
4632,28.0,5
3965,28.0,4
3966,28.0,1
4728,28.0,5
738,28.0,5
1594,28.0,5
3058,28.0,6
3059,28.0,1
780,28.0,6
3090,28.0,6
2456,28.11111111111111,9
1254,28.11111111111111,7
1255,28.11111111111111,2
2317,28.11111111111111,4
2318,28.11111111111111,5
42,28.125,8
1625,28.125,7
1626,28.125,1
1730,28.125,8
1762,28.125,8
1798,28.142857142857142,7
4699,28.142857142857142,7
1076,28.142857142857142,7
49,28.166666666666668,5
50,28.166666666666668,1
1273,28.166666666666668,5
1274,28.166666666666668,1
210,28.166666666666668,6
5849,28.166666666666668,4
5850,28.166666666666668,2
4496,28.166666666666668,6
2536,28.166666666666668,6
698,28.166666666666668,5
699,28.166666666666668,1
6062,28.166666666666668,6
190,28.166666666666668,6
801,28.2,4
802,28.2,1
816,28.2,5
254,28.2,4
255,28.2,1
3217,28.2,5
4135,28.2,3
4136,28.2,2
4057,28.2,5
6590,28.2,5
5830,28.2,5
7352,28.2,5
6544,28.2,5
2538,28.2,5
414,28.2,5
2437,28.2,5
1824,28.2,5
4619,28.22222222222222,9
4066,28.22222222222222,9
3144,28.25,8
812,28.285714285714285,7
1720,28.285714285714285,6
1721,28.285714285714285,1
709,28.285714285714285,7
3357,28.285714285714285,7
1553,28.285714285714285,7
5482,28.333333333333332,5
5483,28.333333333333332,1
4148,28.333333333333332,6
6505,28.333333333333332,7
6506,28.333333333333332,2
6937,28.333333333333332,5
6938,28.333333333333332,1
7365,28.333333333333332,5
7366,28.333333333333332,1
4471,28.333333333333332,5
4472,28.333333333333332,4
6965,28.333333333333332,9
5175,28.333333333333332,6
1606,28.333333333333332,5
1607,28.333333333333332,1
2307,28.333333333333332,6
1550,28.333333333333332,4
1551,28.333333333333332,2
107,28.333333333333332,6
810,28.375,5
811,28.375,3
1763,28.375,7
1764,28.375,1
111,28.375,8
3285,28.375,8
3089,28.375,8
3993,28.375,6
3994,28.375,2
443,28.375,7
444,28.375,1
3948,28.4,4
3949,28.4,1
5284,28.4,3
5285,28.4,2
7295,28.4,3
7296,28.4,2
3216,28.4,5
6521,28.4,2
6522,28.4,3
3054,28.4,4
3055,28.4,1
4597,28.4,2
4598,28.4,3
660,28.4,4
661,28.4,1
1590,28.4,4
1591,28.4,1
700,28.4,4
701,28.4,1
4012,28.4,4
4013,28.4,1
669,28.4,5
1578,28.428571428571427,6
1579,28.428571428571427,1
4008,28.444444444444443,9
6966,28.444444444444443,9
1564,28.444444444444443,4
1565,28.444444444444443,5
2389,28.5,6
5271,28.5,4
5272,28.5,2
5786,28.5,5
5787,28.5,1
5991,28.5,3
5992,28.5,3
5989,28.5,6
5990,28.5,2
2463,28.5,5
2464,28.5,1
1748,28.555555555555557,9
5953,28.571428571428573,6
5954,28.571428571428573,1
5888,28.571428571428573,5
5889,28.571428571428573,2
688,28.571428571428573,7
5269,28.571428571428573,6
5270,28.571428571428573,1
666,28.571428571428573,7
5817,28.571428571428573,7
260,28.6,5
2313,28.6,5
1271,28.6,3
1272,28.6,2
216,28.6,5
1623,28.6,4
1624,28.6,1
5857,28.6,1
5858,28.6,4
6556,28.6,5
192,28.6,5
5431,28.6,5
2522,28.6,5
6935,28.6,4
6936,28.6,1
7297,28.6,5
1728,28.6,5
1690,28.6,5
712,28.6,5
1104,28.6,5
1743,28.6,5
16,28.625,8
727,28.625,8
399,28.625,8
2334,28.625,8
4740,28.625,8
18,28.666666666666668,6
4448,28.666666666666668,9
379,28.666666666666668,6
5946,28.666666666666668,6
5199,28.666666666666668,9
7355,28.666666666666668,5
7356,28.666666666666668,1
3091,28.666666666666668,5
3092,28.666666666666668,1
6463,28.666666666666668,3
6464,28.666666666666668,3
2372,28.666666666666668,6
1119,28.666666666666668,6
5286,28.666666666666668,8
5287,28.666666666666668,1
2335,28.666666666666668,3
2336,28.666666666666668,3
3111,28.666666666666668,6
1597,28.714285714285715,6
1598,28.714285714285715,1
664,28.714285714285715,6
665,28.714285714285715,1
5886,28.714285714285715,6
5887,28.714285714285715,1
2325,28.714285714285715,5
2326,28.714285714285715,2
2384,28.714285714285715,7
2429,28.714285714285715,7
3931,28.714285714285715,3
3932,28.714285714285715,4
3124,28.75,7
3125,28.75,1
5383,28.75,5
5384,28.75,3
1811,28.77777777777778,8
1812,28.77777777777778,1
1837,28.8,4
1838,28.8,1
247,28.8,5
2583,28.8,3
2584,28.8,2
6040,28.8,5
5965,28.8,2
5966,28.8,3
2314,28.8,5
1068,28.8,4
1069,28.8,1
6488,28.8,3
6489,28.8,2
4114,28.8,5
6459,28.8,2
6460,28.8,3
358,28.8,4
359,28.8,1
1785,28.8,4
1786,28.8,1
1150,28.8,4
1151,28.8,1
6421,28.8,5
1162,28.833333333333332,6
5427,28.833333333333332,6
5969,28.833333333333332,2
5970,28.833333333333332,4
7056,28.833333333333332,6
2499,28.833333333333332,6
7339,28.833333333333332,5
7340,28.833333333333332,1
104,28.833333333333332,6
7353,28.833333333333332,4
7354,28.833333333333332,2
4607,28.833333333333332,6
1200,28.833333333333332,6
3162,28.833333333333332,5
3163,28.833333333333332,1
440,28.833333333333332,5
441,28.833333333333332,1
785,28.833333333333332,5
786,28.833333333333332,1
245,28.857142857142858,7
2432,28.857142857142858,7
5342,28.857142857142858,5
5343,28.857142857142858,2
6567,28.857142857142858,4
6568,28.857142857142858,3
1189,28.857142857142858,7
5288,28.857142857142858,6
5289,28.857142857142858,1
3095,28.857142857142858,7
3140,28.857142857142858,5
3141,28.857142857142858,2
3356,28.857142857142858,7
4536,28.875,8
725,28.875,7
726,28.875,1
1696,28.88888888888889,9
813,29.0,6
127,29.0,5
128,29.0,2
2458,29.0,5
1649,29.0,5
1603,29.0,6
4027,29.0,6
4028,29.0,3
4589,29.0,2
4590,29.0,3
460,29.0,4
461,29.0,2
248,29.0,9
3097,29.0,5
372,29.0,5
373,29.0,2
705,29.0,6
2452,29.0,5
6436,29.0,5
6437,29.0,1
6977,29.0,6
6439,29.0,5
6440,29.0,1
1711,29.0,6
5995,29.0,3
5996,29.0,3
1662,29.0,5
2495,29.0,4
2496,29.0,1
3282,29.0,8
3283,29.0,1
5265,29.0,2
5266,29.0,3
7022,29.0,4
7023,29.0,1
3914,29.0,5
5267,29.0,4
5268,29.0,1
4545,29.0,7
5307,29.0,3
5308,29.0,2
6514,29.0,5
6515,29.0,1
671,29.0,5
672,29.0,3
3198,29.0,6
5345,29.0,4
5346,29.0,1
3991,29.0,7
3992,29.0,1
2390,29.0,8
114,29.0,4
115,29.0,1
1740,29.0,6
6569,29.0,3
6570,29.0,6
2332,29.11111111111111,8
2333,29.11111111111111,1
5380,29.11111111111111,9
4717,29.11111111111111,8
4718,29.11111111111111,1
1566,29.125,8
409,29.125,8
1552,29.125,8
686,29.125,8
4469,29.125,3
4470,29.125,5
1238,29.142857142857142,6
1239,29.142857142857142,1
4620,29.142857142857142,4
4621,29.142857142857142,3
2367,29.142857142857142,7
1567,29.142857142857142,6
1568,29.142857142857142,1
3,29.166666666666668,6
202,29.166666666666668,6
4459,29.166666666666668,5
4460,29.166666666666668,1
7324,29.166666666666668,5
7325,29.166666666666668,1
378,29.166666666666668,6
1829,29.166666666666668,6
1256,29.2,5
5189,29.2,5
2504,29.2,5
6973,29.2,4
6974,29.2,1
6523,29.2,3
6524,29.2,2
1813,29.2,5
7361,29.2,3
7362,29.2,2
5999,29.2,3
6000,29.2,2
4603,29.2,5
7359,29.2,4
7360,29.2,1
3328,29.2,5
3080,29.2,5
4617,29.2,5
6571,29.2,4
6572,29.2,1
4556,29.2,2
4557,29.2,3
6435,29.2,5
5974,29.2,4
5975,29.2,1
2385,29.2,3
2386,29.2,2
5366,29.2,4
5367,29.2,1
1158,29.2,5
3950,29.2,3
3951,29.2,2
6495,29.22222222222222,3
6496,29.22222222222222,6
53,29.22222222222222,9
750,29.22222222222222,9
1547,29.25,8
3279,29.25,7
3280,29.25,1
3887,29.25,8
6507,29.25,6
6508,29.25,2
1805,29.25,6
1806,29.25,2
1234,29.285714285714285,7
1066,29.285714285714285,5
1067,29.285714285714285,2
3133,29.285714285714285,5
3134,29.285714285714285,2
1881,29.285714285714285,5
1882,29.285714285714285,2
3247,29.285714285714285,6
3248,29.285714285714285,1
7337,29.333333333333332,5
7338,29.333333333333332,1
3928,29.333333333333332,6
4648,29.333333333333332,6
5993,29.333333333333332,4
5994,29.333333333333332,5
4625,29.333333333333332,5
4626,29.333333333333332,4
1192,29.333333333333332,6
4723,29.333333333333332,6
3343,29.333333333333332,2
3344,29.333333333333332,4
1095,29.333333333333332,6
467,29.375,8
187,29.375,8
1142,29.375,8
218,29.375,8
1133,29.375,8
3138,29.375,7
3139,29.375,1
711,29.4,5
6943,29.4,1
6944,29.4,4
3881,29.4,5
3882,29.4,3
3883,29.4,2
191,29.4,5
6438,29.4,5
1194,29.4,5
3985,29.4,5
4558,29.4,3
4559,29.4,2
710,29.4,5
3918,29.4,1
3919,29.4,4
6422,29.4,5
4480,29.4,5
5447,29.428571428571427,5
5448,29.428571428571427,2
6557,29.428571428571427,4
6558,29.428571428571427,3
5977,29.428571428571427,4
5978,29.428571428571427,3
1258,29.444444444444443,9
1659,29.444444444444443,9
366,29.5,8
1240,29.5,6
5919,29.5,6
1719,29.5,8
6043,29.5,6
6044,29.5,2
3081,29.5,6
7299,29.5,4
7300,29.5,2
2303,29.5,5
2304,29.5,1
654,29.5,8
1079,29.5,6
1226,29.5,4
1227,29.5,4
43,29.5,5
44,29.5,3
749,29.555555555555557,9
4709,29.555555555555557,8
4710,29.555555555555557,1
4142,29.571428571428573,6
4143,29.571428571428573,1
3963,29.571428571428573,6
3964,29.571428571428573,1
794,29.6,5
1787,29.6,3
1788,29.6,2
2532,29.6,5
6975,29.6,4
6976,29.6,1
5330,29.6,3
5331,29.6,2
685,29.6,5
1538,29.6,4
1539,29.6,1
5275,29.6,4
5276,29.6,1
2469,29.6,5
116,29.6,5
103,29.6,5
1699,29.6,5
4004,29.6,4
4005,29.6,1
63,29.625,8
1617,29.625,7
1618,29.625,1
5207,29.625,4
5208,29.625,4
1682,29.625,8
1181,29.625,7
1182,29.625,1
3353,29.625,7
3354,29.625,1
3087,29.666666666666668,5
3088,29.666666666666668,1
5233,29.666666666666668,6
4533,29.666666666666668,4
4534,29.666666666666668,2
783,29.666666666666668,6
3075,29.666666666666668,6
3220,29.666666666666668,6
5245,29.714285714285715,4
5246,29.714285714285715,3
5364,29.714285714285715,4
5365,29.714285714285715,3
424,29.714285714285715,6
425,29.714285714285715,1
1621,29.77777777777778,7
1622,29.77777777777778,2
4611,29.77777777777778,9
729,29.77777777777778,9
1541,29.77777777777778,9
65,29.8,5
788,29.8,5
5913,29.8,5
7040,29.8,2
7041,29.8,3
1822,29.8,4
1823,29.8,1
6492,29.8,3
6493,29.8,2
4021,29.8,4
4022,29.8,1
6479,29.8,1
6480,29.8,4
4528,29.8,5
3913,29.8,5
4633,29.8,5
5381,29.8,1
5382,29.8,4
6972,29.8,5
5193,29.8,5
2529,29.8,3
2530,29.8,2
5190,29.8,5
2459,29.8,4
2460,29.8,1
2513,29.8,4
2514,29.8,1
4531,29.8,2
4532,29.8,3
453,29.833333333333332,5
454,29.833333333333332,1
445,29.833333333333332,6
4553,29.833333333333332,4
4554,29.833333333333332,2
3184,29.833333333333332,2
3185,29.833333333333332,4
4571,29.833333333333332,5
4572,29.833333333333332,1
1152,29.833333333333332,6
3998,29.833333333333332,6
5442,29.857142857142858,6
5443,29.857142857142858,1
1202,29.857142857142858,7
4086,29.875,8
4051,29.88888888888889,9
362,29.88888888888889,7
363,29.88888888888889,2
2426,29.88888888888889,9
4749,30.0,1
4750,30.0,5
64,30.0,6
5473,30.0,3
5474,30.0,2
1889,30.0,8
1276,30.0,5
2587,30.0,2
2588,30.0,3
1863,30.0,4
1864,30.0,2
2573,30.0,3
2574,30.0,2
723,30.0,7
3288,30.0,7
3063,30.0,7
3064,30.0,2
781,30.0,5
225,30.0,6
226,30.0,1
5865,30.0,3
5866,30.0,3
758,30.0,5
1697,30.0,7
3969,30.0,4
3970,30.0,2
6533,30.0,1
6534,30.0,8
4582,30.0,3
4583,30.0,2
15,30.0,5
7005,30.0,4
7006,30.0,1
7367,30.0,3
7368,30.0,2
6565,30.0,5
6566,30.0,1
5429,30.0,7
2488,30.0,7
2489,30.0,1
4105,30.0,6
4622,30.0,4
4623,30.0,5
6016,30.0,6
6017,30.0,2
4551,30.0,3
4552,30.0,2
3050,30.0,3
3051,30.0,2
731,30.0,6
2374,30.0,3
2375,30.0,2
4569,30.0,4
4570,30.0,1
1560,30.0,6
1561,30.0,1
3292,30.0,7
3293,30.0,2
1683,30.0,9
117,30.0,4
118,30.0,1
47,30.0,5
48,30.0,1
733,30.0,5
7357,30.0,5
7358,30.0,1
3269,30.0,6
3270,30.0,1
2305,30.0,2
2306,30.0,4
2382,30.0,2
2383,30.0,3
1729,30.0,6
737,30.0,7
3957,30.0,4
3958,30.0,4
3182,30.11111111111111,7
3183,30.11111111111111,2
1198,30.11111111111111,8
1199,30.11111111111111,1
3291,30.125,8
6057,30.125,7
6058,30.125,1
464,30.142857142857142,7
818,30.142857142857142,7
659,30.142857142857142,7
3402,30.142857142857142,7
5437,30.142857142857142,6
5438,30.142857142857142,1
3118,30.142857142857142,6
3119,30.142857142857142,1
6048,30.142857142857142,7
4023,30.142857142857142,4
4024,30.142857142857142,3
1545,30.142857142857142,6
1546,30.142857142857142,1
1582,30.142857142857142,6
1583,30.142857142857142,1
67,30.166666666666668,6
1723,30.166666666666668,4
1724,30.166666666666668,2
6592,30.166666666666668,6
674,30.166666666666668,6
1826,30.166666666666668,5
1827,30.166666666666668,1
3355,30.166666666666668,6
401,30.166666666666668,6
5471,30.2,1
5472,30.2,4
2593,30.2,5
2569,30.2,2
2570,30.2,3
1851,30.2,4
1852,30.2,1
2509,30.2,4
2510,30.2,1
5234,30.2,2
5235,30.2,3
5855,30.2,3
5856,30.2,2
739,30.2,5
1732,30.2,5
110,30.2,5
7028,30.2,2
7029,30.2,3
1825,30.2,5
4581,30.2,5
1701,30.2,5
3264,30.2,3
3265,30.2,2
4029,30.2,4
4030,30.2,1
1705,30.2,5
5256,30.22222222222222,5
5257,30.22222222222222,4
7016,30.285714285714285,4
7017,30.285714285714285,3
5967,30.285714285714285,2
5968,30.285714285714285,5
3899,30.285714285714285,7
1887,30.333333333333332,4
1888,30.333333333333332,5
257,30.333333333333332,6
5435,30.333333333333332,6
1570,30.333333333333332,6
680,30.333333333333332,3
681,30.333333333333332,3
4502,30.333333333333332,5
4503,30.333333333333332,1
2575,30.333333333333332,5
2576,30.333333333333332,4
1138,30.333333333333332,6
2494,30.333333333333332,9
3156,30.333333333333332,4
3157,30.333333333333332,2
394,30.333333333333332,6
1650,30.333333333333332,6
1247,30.375,7
1248,30.375,1
1709,30.375,6
1710,30.375,2
102,30.375,8
4009,30.375,6
4010,30.375,2
1188,30.375,8
5185,30.375,7
5186,30.375,1
1783,30.4,3
1784,30.4,2
3224,30.4,5
1861,30.4,4
1862,30.4,1
1761,30.4,5
2451,30.4,5
1704,30.4,5
4606,30.4,5
1207,30.4,5
4615,30.4,5
3926,30.4,1
3927,30.4,4
5785,30.4,5
188,30.4,4
189,30.4,1
657,30.4,4
658,30.4,1
1153,30.4,3
1154,30.4,2
778,30.4,3
779,30.4,2
5879,30.4,4
5880,30.4,1
1173,30.4,5
5445,30.428571428571427,7
4524,30.428571428571427,6
4525,30.428571428571427,1
3320,30.428571428571427,7
4547,30.428571428571427,7
7051,30.428571428571427,5
7052,30.428571428571427,2
742,30.428571428571427,6
743,30.428571428571427,1
214,30.428571428571427,7
1595,30.428571428571427,5
1596,30.428571428571427,2
4562,30.428571428571427,5
4563,30.428571428571427,2
5454,30.444444444444443,9
3148,30.444444444444443,7
3149,30.444444444444443,2
718,30.444444444444443,8
719,30.444444444444443,1
2543,30.5,3
2544,30.5,3
1090,30.5,5
1091,30.5,1
1789,30.5,5
1790,30.5,1
1850,30.5,6
4463,30.5,4
4464,30.5,2
3933,30.5,4
3934,30.5,4
56,30.5,6
1543,30.5,3
1544,30.5,3
367,30.5,6
368,30.5,2
1241,30.5,5
1242,30.5,3
6054,30.5,5
6055,30.5,1
209,30.5,8
2337,30.555555555555557,4
2338,30.555555555555557,5
1078,30.555555555555557,9
1109,30.555555555555557,9
1190,30.571428571428573,5
1191,30.571428571428573,2
5932,30.571428571428573,7
2360,30.571428571428573,6
2361,30.571428571428573,1
1846,30.6,5
238,30.6,2
239,30.6,3
1136,30.6,5
724,30.6,5
5231,30.6,2
5232,30.6,3
1742,30.6,5
1193,30.6,5
2399,30.6,5
4584,30.6,5
3294,30.6,5
4588,30.6,5
1156,30.625,6
1157,30.625,2
1196,30.625,6
1197,30.625,2
420,30.625,6
421,30.625,2
4751,30.666666666666668,4
4752,30.666666666666668,5
1840,30.666666666666668,6
407,30.666666666666668,6
5281,30.666666666666668,6
1088,30.666666666666668,2
1089,30.666666666666668,4
6419,30.666666666666668,6
1857,30.666666666666668,2
1858,30.666666666666668,4
5355,30.666666666666668,6
1169,30.666666666666668,6
5213,30.666666666666668,6
1086,30.666666666666668,3
1087,30.666666666666668,3
2424,30.714285714285715,7
1077,30.714285714285715,7
787,30.714285714285715,7
205,30.714285714285715,6
206,30.714285714285715,1
3150,30.75,5
3151,30.75,3
1175,30.75,7
1176,30.75,1
418,30.75,7
419,30.75,1
5313,30.77777777777778,9
673,30.77777777777778,9
430,30.77777777777778,6
431,30.77777777777778,3
5467,30.8,4
5468,30.8,1
1849,30.8,5
211,30.8,5
5863,30.8,3
5864,30.8,2
1167,30.8,5
2516,30.8,5
1686,30.8,5
6997,30.8,5
360,30.8,4
361,30.8,1
1692,30.8,5
4639,30.8,2
4640,30.8,3
2539,30.8,4
2540,30.8,1
434,30.8,3
435,30.8,2
649,30.833333333333332,6
4629,30.833333333333332,6
3114,30.833333333333332,6
2366,30.833333333333332,6
2518,30.857142857142858,7
2393,30.857142857142858,7
4062,30.857142857142858,6
4063,30.857142857142858,1
2479,30.875,6
2480,30.875,2
3147,30.88888888888889,9
2611,31.0,3
2612,31.0,2
45,31.0,2
46,31.0,3
2597,31.0,6
5961,31.0,2
5962,31.0,4
4047,31.0,9
5861,31.0,2
5862,31.0,7
2436,31.0,7
3945,31.0,9
4604,31.0,3
4605,31.0,2
7670,31.0,3
7671,31.0,2
3295,31.0,7
3296,31.0,1
717,31.0,6
4627,31.0,8
3301,31.0,7
5297,31.0,3
5298,31.0,2
5361,31.0,4
5362,31.0,1
400,31.0,7
1105,31.0,4
1106,31.0,3
6008,31.0,2
6009,31.0,3
1249,31.0,5
1250,31.0,1
1080,31.0,4
1081,31.0,1
3096,31.0,5
4585,31.0,4
4586,31.0,3
1093,31.0,5
1094,31.0,2
4481,31.0,5
3917,31.0,7
250,31.11111111111111,9
1885,31.125,5
1886,31.125,3
808,31.125,4
809,31.125,4
4672,31.125,8
5377,31.125,3
5378,31.125,5
3982,31.125,6
3983,31.125,2
1663,31.125,7
1664,31.125,1
3401,31.142857142857142,7
5805,31.142857142857142,6
5806,31.142857142857142,1
3168,31.142857142857142,5
3169,31.142857142857142,2
229,31.142857142857142,4
230,31.142857142857142,3
804,31.166666666666668,6
3380,31.166666666666668,5
3381,31.166666666666668,1
5949,31.166666666666668,3
5950,31.166666666666668,3
3979,31.166666666666668,4
3980,31.166666666666668,2
5450,31.166666666666668,6
1615,31.166666666666668,5
1616,31.166666666666668,1
3069,31.166666666666668,4
3070,31.166666666666668,2
5944,31.166666666666668,5
5945,31.166666666666668,1
1163,31.166666666666668,4
1164,31.166666666666668,2
5469,31.2,3
5470,31.2,2
3170,31.2,4
3171,31.2,1
6993,31.2,2
6994,31.2,3
4508,31.2,1
4509,31.2,4
3272,31.2,3
3273,31.2,2
734,31.2,4
735,31.2,1
213,31.2,5
5273,31.2,1
5274,31.2,4
6444,31.2,3
6445,31.2,2
6446,31.2,4
6447,31.2,1
5165,31.2,5
2594,31.2,5
4096,31.2,4
4097,31.2,1
1057,31.2,4
1058,31.2,1
1098,31.2,4
1099,31.2,1
1612,31.2,4
1613,31.2,1
5295,31.2,4
5296,31.2,1
1174,31.2,5
4516,31.22222222222222,8
4517,31.22222222222222,1
5793,31.25,5
5794,31.25,3
4602,31.25,8
1604,31.285714285714285,6
1605,31.285714285714285,1
4100,31.285714285714285,7
1815,31.285714285714285,7
4476,31.285714285714285,7
1739,31.285714285714285,7
3377,31.333333333333332,5
3378,31.333333333333332,1
1744,31.333333333333332,5
1745,31.333333333333332,1
1878,31.333333333333332,5
1879,31.333333333333332,1
1179,31.333333333333332,5
1180,31.333333333333332,1
4465,31.333333333333332,1
4466,31.333333333333332,8
6563,31.333333333333332,6
6564,31.333333333333332,3
5809,31.333333333333332,9
1246,31.333333333333332,6
395,31.333333333333332,6
1577,31.333333333333332,6
2511,31.333333333333332,4
2512,31.333333333333332,2
4477,31.375,8
2490,31.375,8
2425,31.375,8
5201,31.4,5
4103,31.4,5
5847,31.4,4
5848,31.4,1
6050,31.4,5
4641,31.4,2
4642,31.4,3
105,31.428571428571427,7
3391,31.428571428571427,4
3392,31.428571428571427,3
655,31.428571428571427,6
656,31.428571428571427,1
249,31.444444444444443,9
6967,31.444444444444443,7
6968,31.444444444444443,2
1145,31.444444444444443,8
1146,31.444444444444443,1
123,31.5,8
129,31.5,7
130,31.5,1
5309,31.5,2
5310,31.5,4
2564,31.5,6
2565,31.5,2
1243,31.5,4
1244,31.5,4
3359,31.5,6
2553,31.5,4
2554,31.5,2
4140,31.571428571428573,6
4141,31.571428571428573,1
3299,31.571428571428573,6
3300,31.571428571428573,1
4526,31.571428571428573,6
4527,31.571428571428573,1
2519,31.571428571428573,7
6004,31.571428571428573,5
6005,31.571428571428573,2
6006,31.571428571428573,4
6007,31.571428571428573,3
5905,31.571428571428573,5
5906,31.571428571428573,2
76,31.6,1
77,31.6,4
2503,31.6,5
1859,31.6,3
1860,31.6,2
7376,31.6,5
5979,31.6,4
5980,31.6,1
5305,31.6,4
5306,31.6,1
5983,31.6,4
5984,31.6,1
1706,31.6,5
5202,31.625,5
5203,31.625,3
1601,31.625,7
1602,31.625,1
1137,31.625,8
259,31.666666666666668,6
7314,31.666666666666668,3
7315,31.666666666666668,3
224,31.666666666666668,6
5986,31.666666666666668,5
5987,31.666666666666668,1
5326,31.666666666666668,8
5327,31.666666666666668,1
1187,31.666666666666668,9
4461,31.666666666666668,6
1171,31.666666666666668,6
2506,31.714285714285715,6
2507,31.714285714285715,1
732,31.714285714285715,7
1096,31.714285714285715,5
1097,31.714285714285715,2
720,31.714285714285715,7
7369,31.714285714285715,3
7370,31.714285714285715,4
7371,31.714285714285715,3
7372,31.714285714285715,4
5315,31.714285714285715,6
5316,31.714285714285715,1
364,31.714285714285715,5
365,31.714285714285715,2
3190,31.75,1
3191,31.75,7
252,31.77777777777778,7
253,31.77777777777778,2
2370,31.77777777777778,8
2371,31.77777777777778,1
3944,31.77777777777778,9
3387,31.8,3
3388,31.8,2
2527,31.8,4
2528,31.8,1
7656,31.8,5
2324,31.8,5
5877,31.8,4
5878,31.8,1
6002,31.8,4
6003,31.8,1
4637,31.8,2
4638,31.8,3
1178,31.8,5
457,31.833333333333332,3
458,31.833333333333332,3
446,31.833333333333332,5
447,31.833333333333332,1
465,31.857142857142858,7
2577,31.857142857142858,5
2578,31.857142857142858,2
2340,31.857142857142858,7
4512,31.857142857142858,4
4513,31.857142857142858,3
5259,31.875,6
5260,31.875,2
3939,31.875,5
3940,31.875,3
4510,31.875,5
4511,31.875,3
2486,31.875,5
2487,31.875,3
1155,31.88888888888889,9
5350,31.88888888888889,6
5351,31.88888888888889,3
4514,31.88888888888889,7
4515,31.88888888888889,2
4529,31.88888888888889,6
4530,31.88888888888889,3
3174,31.88888888888889,6
3175,31.88888888888889,3
2401,32.0,3
2402,32.0,3
2560,32.0,4
2561,32.0,2
4518,32.0,5
4519,32.0,2
1172,32.0,6
5214,32.0,7
3953,32.0,2
3954,32.0,5
5934,32.0,1
5935,32.0,7
6420,32.0,6
1084,32.0,4
1085,32.0,1
4467,32.0,2
4468,32.0,5
1727,32.0,5
5458,32.0,6
5895,32.0,3
5896,32.0,6
5249,32.0,3
5250,32.0,3
5871,32.0,4
5872,32.0,1
5884,32.0,5
5885,32.0,1
7661,32.0,4
7662,32.0,2
3321,32.0,5
5354,32.0,6
6550,32.0,6
3973,32.0,2
3974,32.0,3
3358,32.0,6
1092,32.0,8
1599,32.0,8
1600,32.0,1
5347,32.0,3
5348,32.0,3
